column_a,account_id,district_id,frequency
670,601,29,MONTHLY ISSUANCE
671,3298,29,MONTHLY ISSUANCE
672,2938,1,MONTHLY ISSUANCE
673,2199,1,MONTHLY ISSUANCE
674,3745,5,MONTHLY ISSUANCE
675,3699,50,MONTHLY ISSUANCE
676,816,52,MONTHLY ISSUANCE
677,3656,53,MONTHLY ISSUANCE
678,2038,42,MONTHLY ISSUANCE
679,2542,21,MONTHLY ISSUANCE
680,1136,12,MONTHLY ISSUANCE
681,1589,37,MONTHLY ISSUANCE
682,3136,69,MONTHLY ISSUANCE
683,3547,54,MONTHLY ISSUANCE
684,26,52,MONTHLY ISSUANCE
685,657,47,MONTHLY ISSUANCE
686,3538,58,MONTHLY ISSUANCE
687,2167,16,MONTHLY ISSUANCE
688,3127,66,MONTHLY ISSUANCE
689,47,45,MONTHLY ISSUANCE
690,3850,8,MONTHLY ISSUANCE
691,5366,70,MONTHLY ISSUANCE
692,747,39,MONTHLY ISSUANCE
693,3166,71,MONTHLY ISSUANCE
694,11021,1,MONTHLY ISSUANCE
695,1701,1,MONTHLY ISSUANCE
696,3613,43,MONTHLY ISSUANCE
697,3600,27,MONTHLY ISSUANCE
698,3792,10,MONTHLY ISSUANCE
699,523,1,MONTHLY ISSUANCE
700,3808,38,MONTHLY ISSUANCE
701,1401,1,MONTHLY ISSUANCE
702,541,61,MONTHLY ISSUANCE
703,1023,21,MONTHLY ISSUANCE
704,3683,33,MONTHLY ISSUANCE
705,3220,29,MONTHLY ISSUANCE
706,1779,33,MONTHLY ISSUANCE
707,1912,64,MONTHLY ISSUANCE
708,238,6,MONTHLY ISSUANCE
709,3113,67,MONTHLY ISSUANCE
710,5481,52,MONTHLY ISSUANCE
711,3035,15,WEEKLY ISSUANCE
712,942,9,MONTHLY ISSUANCE
713,3221,5,MONTHLY ISSUANCE
714,2616,1,MONTHLY ISSUANCE
715,2137,4,ISSUANCE AFTER TRANSACTION
716,978,73,MONTHLY ISSUANCE
717,2771,37,MONTHLY ISSUANCE
718,3891,1,MONTHLY ISSUANCE
719,9236,11,MONTHLY ISSUANCE
720,274,76,MONTHLY ISSUANCE
721,552,14,MONTHLY ISSUANCE
722,2417,44,MONTHLY ISSUANCE
723,3868,43,MONTHLY ISSUANCE
724,9869,12,MONTHLY ISSUANCE
725,1875,44,MONTHLY ISSUANCE
726,8212,52,ISSUANCE AFTER TRANSACTION
727,3477,71,MONTHLY ISSUANCE
728,1513,30,MONTHLY ISSUANCE
729,3053,11,MONTHLY ISSUANCE
730,1057,13,MONTHLY ISSUANCE
731,6030,47,MONTHLY ISSUANCE
732,3407,28,MONTHLY ISSUANCE
733,1761,24,MONTHLY ISSUANCE
734,3306,75,MONTHLY ISSUANCE
735,162,60,MONTHLY ISSUANCE
736,5011,31,MONTHLY ISSUANCE
737,965,20,MONTHLY ISSUANCE
738,1305,57,MONTHLY ISSUANCE
739,815,56,MONTHLY ISSUANCE
740,1449,35,MONTHLY ISSUANCE
741,950,49,MONTHLY ISSUANCE
742,3361,45,MONTHLY ISSUANCE
743,3837,48,ISSUANCE AFTER TRANSACTION
744,33,22,MONTHLY ISSUANCE
745,2894,17,MONTHLY ISSUANCE
746,2510,61,MONTHLY ISSUANCE
747,389,30,MONTHLY ISSUANCE
748,6051,56,MONTHLY ISSUANCE
749,730,4,MONTHLY ISSUANCE
750,1694,6,WEEKLY ISSUANCE
751,721,76,MONTHLY ISSUANCE
752,1106,20,WEEKLY ISSUANCE
753,3319,56,MONTHLY ISSUANCE
754,10451,1,MONTHLY ISSUANCE
755,172,13,MONTHLY ISSUANCE
756,3920,74,MONTHLY ISSUANCE
757,3011,64,MONTHLY ISSUANCE
758,1337,23,MONTHLY ISSUANCE
759,2592,69,MONTHLY ISSUANCE
760,146,4,MONTHLY ISSUANCE
761,2576,1,MONTHLY ISSUANCE
762,3195,40,MONTHLY ISSUANCE
763,8073,24,ISSUANCE AFTER TRANSACTION
764,4463,67,MONTHLY ISSUANCE
765,2082,36,MONTHLY ISSUANCE
766,2020,13,MONTHLY ISSUANCE
767,160,23,MONTHLY ISSUANCE
768,7607,1,MONTHLY ISSUANCE
769,117,31,MONTHLY ISSUANCE
770,3509,2,MONTHLY ISSUANCE
771,151,76,MONTHLY ISSUANCE
772,1719,1,MONTHLY ISSUANCE
773,3456,32,MONTHLY ISSUANCE
774,2951,44,MONTHLY ISSUANCE
775,7190,49,MONTHLY ISSUANCE
776,1827,10,MONTHLY ISSUANCE
777,1689,55,MONTHLY ISSUANCE
778,1197,68,MONTHLY ISSUANCE
779,5952,50,MONTHLY ISSUANCE
780,6930,41,MONTHLY ISSUANCE
781,1107,42,MONTHLY ISSUANCE
782,8475,4,MONTHLY ISSUANCE
783,3575,7,MONTHLY ISSUANCE
784,2691,69,MONTHLY ISSUANCE
785,3323,13,MONTHLY ISSUANCE
786,2428,72,MONTHLY ISSUANCE
787,2649,2,MONTHLY ISSUANCE
788,2907,70,MONTHLY ISSUANCE
789,1091,16,MONTHLY ISSUANCE
790,1487,66,MONTHLY ISSUANCE
791,3157,77,MONTHLY ISSUANCE
792,4414,24,MONTHLY ISSUANCE
793,2302,24,MONTHLY ISSUANCE
794,1410,74,MONTHLY ISSUANCE
795,1146,67,MONTHLY ISSUANCE
796,8564,68,MONTHLY ISSUANCE
797,750,73,MONTHLY ISSUANCE
798,2150,37,MONTHLY ISSUANCE
799,10940,50,MONTHLY ISSUANCE
800,9337,30,MONTHLY ISSUANCE
801,861,22,MONTHLY ISSUANCE
802,10440,72,MONTHLY ISSUANCE
803,10036,1,MONTHLY ISSUANCE
804,1234,6,MONTHLY ISSUANCE
805,7774,74,ISSUANCE AFTER TRANSACTION
806,1547,72,MONTHLY ISSUANCE
807,1079,74,MONTHLY ISSUANCE
808,3863,15,MONTHLY ISSUANCE
809,3480,58,MONTHLY ISSUANCE
810,2671,1,MONTHLY ISSUANCE
811,1705,70,MONTHLY ISSUANCE
812,3028,27,MONTHLY ISSUANCE
813,3310,25,MONTHLY ISSUANCE
814,6715,48,WEEKLY ISSUANCE
815,3255,1,MONTHLY ISSUANCE
816,3751,9,MONTHLY ISSUANCE
817,2987,18,MONTHLY ISSUANCE
818,857,77,MONTHLY ISSUANCE
819,3042,10,MONTHLY ISSUANCE
820,2695,16,MONTHLY ISSUANCE
821,2849,1,MONTHLY ISSUANCE
822,2802,1,MONTHLY ISSUANCE
823,34,67,WEEKLY ISSUANCE
824,7133,1,MONTHLY ISSUANCE
825,699,1,MONTHLY ISSUANCE
826,2282,29,WEEKLY ISSUANCE
827,8489,19,MONTHLY ISSUANCE
828,837,46,MONTHLY ISSUANCE
829,8759,1,MONTHLY ISSUANCE
830,1602,33,MONTHLY ISSUANCE
831,2958,48,MONTHLY ISSUANCE
832,3408,62,MONTHLY ISSUANCE
833,153,77,MONTHLY ISSUANCE
834,3268,21,MONTHLY ISSUANCE
835,854,62,MONTHLY ISSUANCE
836,1831,1,MONTHLY ISSUANCE
837,39,36,MONTHLY ISSUANCE
838,1811,40,MONTHLY ISSUANCE
839,3822,8,MONTHLY ISSUANCE
840,1404,7,WEEKLY ISSUANCE
841,517,76,MONTHLY ISSUANCE
842,1440,55,MONTHLY ISSUANCE
843,3505,46,MONTHLY ISSUANCE
844,1804,20,WEEKLY ISSUANCE
845,2617,1,MONTHLY ISSUANCE
846,467,74,MONTHLY ISSUANCE
847,4437,40,MONTHLY ISSUANCE
848,1453,61,WEEKLY ISSUANCE
849,3977,7,MONTHLY ISSUANCE
850,8982,64,MONTHLY ISSUANCE
851,27,73,MONTHLY ISSUANCE
852,4511,33,MONTHLY ISSUANCE
853,1052,61,MONTHLY ISSUANCE
854,10227,62,ISSUANCE AFTER TRANSACTION
855,3171,61,MONTHLY ISSUANCE
856,228,5,MONTHLY ISSUANCE
857,3618,29,MONTHLY ISSUANCE
858,1016,40,MONTHLY ISSUANCE
859,15,70,MONTHLY ISSUANCE
860,3237,20,MONTHLY ISSUANCE
861,1485,36,MONTHLY ISSUANCE
862,7769,23,MONTHLY ISSUANCE
863,2613,26,MONTHLY ISSUANCE
864,2201,8,MONTHLY ISSUANCE
865,1896,74,MONTHLY ISSUANCE
866,5387,1,MONTHLY ISSUANCE
867,3535,1,MONTHLY ISSUANCE
868,1120,1,MONTHLY ISSUANCE
869,235,41,MONTHLY ISSUANCE
870,3701,76,MONTHLY ISSUANCE
871,1516,67,MONTHLY ISSUANCE
872,4543,33,MONTHLY ISSUANCE
873,2427,70,WEEKLY ISSUANCE
874,1981,64,MONTHLY ISSUANCE
875,8566,74,MONTHLY ISSUANCE
876,678,17,MONTHLY ISSUANCE
877,4659,56,MONTHLY ISSUANCE
878,4059,34,MONTHLY ISSUANCE
879,4013,73,ISSUANCE AFTER TRANSACTION
880,7011,75,MONTHLY ISSUANCE
881,2132,76,MONTHLY ISSUANCE
882,1816,44,MONTHLY ISSUANCE
883,2623,58,MONTHLY ISSUANCE
884,2793,47,MONTHLY ISSUANCE
885,2479,18,MONTHLY ISSUANCE
886,11135,75,MONTHLY ISSUANCE
887,8041,1,MONTHLY ISSUANCE
888,492,5,MONTHLY ISSUANCE
889,799,56,MONTHLY ISSUANCE
890,3972,51,MONTHLY ISSUANCE
891,1468,54,MONTHLY ISSUANCE
892,624,70,MONTHLY ISSUANCE
893,3483,40,MONTHLY ISSUANCE
894,4260,56,MONTHLY ISSUANCE
895,616,43,MONTHLY ISSUANCE
896,931,59,MONTHLY ISSUANCE
897,102,11,MONTHLY ISSUANCE
898,540,75,MONTHLY ISSUANCE
899,2660,1,WEEKLY ISSUANCE
900,4287,1,MONTHLY ISSUANCE
901,3551,6,MONTHLY ISSUANCE
902,2072,41,MONTHLY ISSUANCE
903,4119,77,MONTHLY ISSUANCE
904,1345,28,MONTHLY ISSUANCE
905,1565,36,MONTHLY ISSUANCE
906,2824,11,MONTHLY ISSUANCE
907,2052,61,MONTHLY ISSUANCE
908,1767,21,MONTHLY ISSUANCE
909,2140,75,MONTHLY ISSUANCE
910,1051,35,MONTHLY ISSUANCE
911,3927,56,MONTHLY ISSUANCE
912,2050,1,MONTHLY ISSUANCE
913,2276,31,MONTHLY ISSUANCE
914,126,5,MONTHLY ISSUANCE
915,2859,11,MONTHLY ISSUANCE
916,2667,23,MONTHLY ISSUANCE
917,1789,46,MONTHLY ISSUANCE
918,838,47,MONTHLY ISSUANCE
919,3264,70,MONTHLY ISSUANCE
920,198,70,MONTHLY ISSUANCE
921,2345,5,MONTHLY ISSUANCE
922,5256,72,ISSUANCE AFTER TRANSACTION
923,40,64,MONTHLY ISSUANCE
924,419,13,MONTHLY ISSUANCE
925,3892,43,MONTHLY ISSUANCE
926,1217,69,MONTHLY ISSUANCE
927,397,11,MONTHLY ISSUANCE
928,3146,68,MONTHLY ISSUANCE
929,287,16,MONTHLY ISSUANCE
930,2180,45,MONTHLY ISSUANCE
931,354,59,MONTHLY ISSUANCE
932,259,2,MONTHLY ISSUANCE
933,1666,67,MONTHLY ISSUANCE
934,1495,36,MONTHLY ISSUANCE
935,2582,28,MONTHLY ISSUANCE
936,4470,16,MONTHLY ISSUANCE
937,1381,57,MONTHLY ISSUANCE
938,2435,38,MONTHLY ISSUANCE
939,542,1,MONTHLY ISSUANCE
940,1123,13,MONTHLY ISSUANCE
941,3225,1,MONTHLY ISSUANCE
942,1133,1,MONTHLY ISSUANCE
943,3086,1,MONTHLY ISSUANCE
944,2250,35,MONTHLY ISSUANCE
945,340,1,MONTHLY ISSUANCE
946,4079,52,MONTHLY ISSUANCE
947,841,1,MONTHLY ISSUANCE
948,2269,6,MONTHLY ISSUANCE
949,2867,30,MONTHLY ISSUANCE
950,3371,68,MONTHLY ISSUANCE
951,520,60,MONTHLY ISSUANCE
952,743,10,MONTHLY ISSUANCE
953,3640,10,MONTHLY ISSUANCE
954,3354,63,MONTHLY ISSUANCE
955,107,64,MONTHLY ISSUANCE
956,243,55,WEEKLY ISSUANCE
957,3687,71,MONTHLY ISSUANCE
958,1984,73,MONTHLY ISSUANCE
959,4173,1,MONTHLY ISSUANCE
960,2700,74,MONTHLY ISSUANCE
961,2318,73,MONTHLY ISSUANCE
962,7965,55,MONTHLY ISSUANCE
963,3352,42,MONTHLY ISSUANCE
964,4255,70,WEEKLY ISSUANCE
965,73,72,MONTHLY ISSUANCE
966,3948,1,MONTHLY ISSUANCE
967,648,13,MONTHLY ISSUANCE
968,3688,70,MONTHLY ISSUANCE
969,462,29,MONTHLY ISSUANCE
970,3243,1,MONTHLY ISSUANCE
971,8625,64,MONTHLY ISSUANCE
972,321,47,MONTHLY ISSUANCE
973,3548,23,MONTHLY ISSUANCE
974,5984,11,MONTHLY ISSUANCE
975,3091,3,MONTHLY ISSUANCE
976,626,72,MONTHLY ISSUANCE
977,998,47,MONTHLY ISSUANCE
978,3326,5,MONTHLY ISSUANCE
979,2457,76,MONTHLY ISSUANCE
980,2549,74,MONTHLY ISSUANCE
981,1947,35,MONTHLY ISSUANCE
982,2738,41,MONTHLY ISSUANCE
983,1809,1,WEEKLY ISSUANCE
984,519,24,MONTHLY ISSUANCE
985,2665,61,MONTHLY ISSUANCE
986,1114,6,WEEKLY ISSUANCE
987,8957,1,MONTHLY ISSUANCE
988,2271,68,MONTHLY ISSUANCE
989,196,4,MONTHLY ISSUANCE
990,3218,41,MONTHLY ISSUANCE
991,3660,74,MONTHLY ISSUANCE
992,787,10,MONTHLY ISSUANCE
993,3820,1,MONTHLY ISSUANCE
994,10906,76,MONTHLY ISSUANCE
995,914,73,MONTHLY ISSUANCE
996,9656,61,MONTHLY ISSUANCE
997,1941,60,MONTHLY ISSUANCE
998,3617,22,MONTHLY ISSUANCE
999,3370,49,MONTHLY ISSUANCE
1000,1664,56,MONTHLY ISSUANCE
1001,4337,29,MONTHLY ISSUANCE
1002,2557,40,MONTHLY ISSUANCE
1003,1527,31,ISSUANCE AFTER TRANSACTION
1004,3938,57,MONTHLY ISSUANCE
1005,1686,11,MONTHLY ISSUANCE
1006,10670,60,MONTHLY ISSUANCE
1007,3309,66,MONTHLY ISSUANCE
1008,3107,5,MONTHLY ISSUANCE
1009,8377,29,MONTHLY ISSUANCE
1010,345,5,MONTHLY ISSUANCE
1011,498,1,MONTHLY ISSUANCE
1012,3571,39,MONTHLY ISSUANCE
1013,5991,1,MONTHLY ISSUANCE
1014,1128,74,MONTHLY ISSUANCE
1015,10439,66,MONTHLY ISSUANCE
1016,1302,55,MONTHLY ISSUANCE
1017,10788,67,WEEKLY ISSUANCE
1018,4343,31,MONTHLY ISSUANCE
1019,2460,1,MONTHLY ISSUANCE
1020,1931,20,MONTHLY ISSUANCE
1021,2972,12,MONTHLY ISSUANCE
1022,1286,66,ISSUANCE AFTER TRANSACTION
1023,1235,76,MONTHLY ISSUANCE
1024,4385,23,MONTHLY ISSUANCE
1025,7449,1,MONTHLY ISSUANCE
1026,545,54,MONTHLY ISSUANCE
1027,245,65,MONTHLY ISSUANCE
1028,688,74,MONTHLY ISSUANCE
1029,173,66,MONTHLY ISSUANCE
1030,10904,48,MONTHLY ISSUANCE
1031,7844,1,MONTHLY ISSUANCE
1032,6353,26,MONTHLY ISSUANCE
1033,604,12,MONTHLY ISSUANCE
1034,6806,1,MONTHLY ISSUANCE
1035,5927,15,MONTHLY ISSUANCE
1036,2419,24,MONTHLY ISSUANCE
1037,1288,11,MONTHLY ISSUANCE
1038,3003,18,MONTHLY ISSUANCE
1039,10131,1,MONTHLY ISSUANCE
1040,1952,70,MONTHLY ISSUANCE
1041,651,72,MONTHLY ISSUANCE
1042,2989,4,MONTHLY ISSUANCE
1043,1499,47,MONTHLY ISSUANCE
1044,426,1,MONTHLY ISSUANCE
1045,3570,44,MONTHLY ISSUANCE
1046,4237,18,MONTHLY ISSUANCE
1047,2739,59,MONTHLY ISSUANCE
1048,4526,63,MONTHLY ISSUANCE
1049,1621,75,MONTHLY ISSUANCE
1050,344,54,MONTHLY ISSUANCE
1051,1359,8,MONTHLY ISSUANCE
1052,290,56,MONTHLY ISSUANCE
1053,66,48,ISSUANCE AFTER TRANSACTION
1054,1314,48,MONTHLY ISSUANCE
1055,3145,4,MONTHLY ISSUANCE
1056,1204,29,MONTHLY ISSUANCE
1057,437,43,MONTHLY ISSUANCE
1058,2063,1,MONTHLY ISSUANCE
1059,3087,15,MONTHLY ISSUANCE
1060,2588,5,MONTHLY ISSUANCE
1061,956,74,MONTHLY ISSUANCE
1062,597,41,MONTHLY ISSUANCE
1063,3129,5,MONTHLY ISSUANCE
1064,884,2,MONTHLY ISSUANCE
1065,4264,28,MONTHLY ISSUANCE
1066,3223,1,MONTHLY ISSUANCE
1067,737,34,MONTHLY ISSUANCE
1068,2306,38,MONTHLY ISSUANCE
1069,1673,53,MONTHLY ISSUANCE
1070,10663,11,MONTHLY ISSUANCE
1071,3345,22,MONTHLY ISSUANCE
1072,1970,8,MONTHLY ISSUANCE
1073,2504,16,MONTHLY ISSUANCE
1074,358,12,MONTHLY ISSUANCE
1075,2980,66,MONTHLY ISSUANCE
1076,3918,53,MONTHLY ISSUANCE
1077,1680,59,MONTHLY ISSUANCE
1078,3039,1,MONTHLY ISSUANCE
1079,3380,64,MONTHLY ISSUANCE
1080,2128,22,MONTHLY ISSUANCE
1081,903,47,MONTHLY ISSUANCE
1082,1762,28,MONTHLY ISSUANCE
1083,61,70,MONTHLY ISSUANCE
1084,391,36,MONTHLY ISSUANCE
1085,2305,1,MONTHLY ISSUANCE
1086,1588,67,MONTHLY ISSUANCE
1087,183,43,MONTHLY ISSUANCE
1088,365,74,MONTHLY ISSUANCE
1089,2476,32,MONTHLY ISSUANCE
1090,347,65,MONTHLY ISSUANCE
1091,1877,76,MONTHLY ISSUANCE
1092,3196,1,MONTHLY ISSUANCE
1093,2928,55,MONTHLY ISSUANCE
1094,1225,4,MONTHLY ISSUANCE
1095,3825,7,MONTHLY ISSUANCE
1096,180,55,WEEKLY ISSUANCE
1097,2813,24,MONTHLY ISSUANCE
1098,1605,72,MONTHLY ISSUANCE
1099,1792,7,MONTHLY ISSUANCE
1100,1604,54,MONTHLY ISSUANCE
1101,883,1,MONTHLY ISSUANCE
1102,441,27,WEEKLY ISSUANCE
1103,3429,73,MONTHLY ISSUANCE
1104,4514,69,MONTHLY ISSUANCE
1105,1088,32,MONTHLY ISSUANCE
1106,3094,56,MONTHLY ISSUANCE
1107,1768,15,MONTHLY ISSUANCE
1108,2768,73,MONTHLY ISSUANCE
1109,2257,57,MONTHLY ISSUANCE
1110,1882,1,MONTHLY ISSUANCE
1111,719,30,MONTHLY ISSUANCE
1112,5092,74,MONTHLY ISSUANCE
1113,3292,1,MONTHLY ISSUANCE
1114,3604,75,MONTHLY ISSUANCE
1115,2733,76,MONTHLY ISSUANCE
1116,3669,76,MONTHLY ISSUANCE
1117,1940,52,MONTHLY ISSUANCE
1118,3056,55,MONTHLY ISSUANCE
1119,1419,33,MONTHLY ISSUANCE
1120,2971,76,WEEKLY ISSUANCE
1121,1959,62,MONTHLY ISSUANCE
1122,3164,33,MONTHLY ISSUANCE
1123,3197,1,MONTHLY ISSUANCE
1124,2770,42,MONTHLY ISSUANCE
1125,7944,59,MONTHLY ISSUANCE
1126,1080,55,MONTHLY ISSUANCE
1127,6148,74,MONTHLY ISSUANCE
1128,2010,1,MONTHLY ISSUANCE
1129,3135,72,MONTHLY ISSUANCE
1130,1098,47,MONTHLY ISSUANCE
1131,100,41,MONTHLY ISSUANCE
1132,2913,8,MONTHLY ISSUANCE
1133,1153,35,MONTHLY ISSUANCE
1134,1635,19,MONTHLY ISSUANCE
1135,2842,14,MONTHLY ISSUANCE
1136,3759,1,MONTHLY ISSUANCE
1137,3594,29,MONTHLY ISSUANCE
1138,2778,38,MONTHLY ISSUANCE
1139,2161,15,WEEKLY ISSUANCE
1140,2789,14,MONTHLY ISSUANCE
1141,1552,18,MONTHLY ISSUANCE
1142,628,72,MONTHLY ISSUANCE
1143,1458,29,MONTHLY ISSUANCE
1144,2673,34,MONTHLY ISSUANCE
1145,1788,1,MONTHLY ISSUANCE
1146,1193,29,MONTHLY ISSUANCE
1147,969,19,MONTHLY ISSUANCE
1148,1512,1,MONTHLY ISSUANCE
1149,3997,62,MONTHLY ISSUANCE
1150,2179,1,WEEKLY ISSUANCE
1151,1164,35,MONTHLY ISSUANCE
1152,4774,66,MONTHLY ISSUANCE
1153,4413,74,WEEKLY ISSUANCE
1154,1824,52,MONTHLY ISSUANCE
1155,1231,7,MONTHLY ISSUANCE
1156,2664,58,MONTHLY ISSUANCE
1157,1627,1,MONTHLY ISSUANCE
1158,9104,10,MONTHLY ISSUANCE
1159,2326,70,MONTHLY ISSUANCE
1160,4356,47,MONTHLY ISSUANCE
1161,3667,55,MONTHLY ISSUANCE
1162,742,77,MONTHLY ISSUANCE
1163,2538,42,MONTHLY ISSUANCE
1164,127,29,MONTHLY ISSUANCE
1165,726,76,MONTHLY ISSUANCE
1166,4907,42,MONTHLY ISSUANCE
1167,2628,64,ISSUANCE AFTER TRANSACTION
1168,3898,70,MONTHLY ISSUANCE
1169,6472,61,MONTHLY ISSUANCE
1170,1770,65,MONTHLY ISSUANCE
1171,2472,60,MONTHLY ISSUANCE
1172,1159,49,MONTHLY ISSUANCE
1173,4418,66,MONTHLY ISSUANCE
1174,1470,19,MONTHLY ISSUANCE
1175,1813,47,MONTHLY ISSUANCE
1176,4416,14,MONTHLY ISSUANCE
1177,2315,75,MONTHLY ISSUANCE
1178,3876,69,MONTHLY ISSUANCE
1179,4329,1,MONTHLY ISSUANCE
1180,3184,1,MONTHLY ISSUANCE
1181,370,25,MONTHLY ISSUANCE
1182,1317,56,MONTHLY ISSUANCE
1183,2675,1,MONTHLY ISSUANCE
1184,3840,76,MONTHLY ISSUANCE
1185,4009,56,MONTHLY ISSUANCE
1186,3886,1,MONTHLY ISSUANCE
1187,3445,1,MONTHLY ISSUANCE
1188,2482,1,MONTHLY ISSUANCE
1189,2361,28,MONTHLY ISSUANCE
1190,974,29,MONTHLY ISSUANCE
1191,2959,8,MONTHLY ISSUANCE
1192,1880,76,MONTHLY ISSUANCE
1193,3355,70,MONTHLY ISSUANCE
1194,2501,30,MONTHLY ISSUANCE
1195,1073,73,MONTHLY ISSUANCE
1196,8558,1,ISSUANCE AFTER TRANSACTION
1197,3101,1,MONTHLY ISSUANCE
1198,2568,17,MONTHLY ISSUANCE
1199,1169,49,ISSUANCE AFTER TRANSACTION
1200,3684,23,MONTHLY ISSUANCE
1201,1406,50,MONTHLY ISSUANCE
1202,71,1,MONTHLY ISSUANCE
1203,3528,10,MONTHLY ISSUANCE
1204,3405,36,MONTHLY ISSUANCE
1205,6118,1,WEEKLY ISSUANCE
1206,2382,59,MONTHLY ISSUANCE
1207,1570,1,MONTHLY ISSUANCE
1208,1511,51,ISSUANCE AFTER TRANSACTION
1209,1237,9,MONTHLY ISSUANCE
1210,3307,30,MONTHLY ISSUANCE
1211,3378,55,MONTHLY ISSUANCE
1212,989,19,MONTHLY ISSUANCE
1213,3253,71,ISSUANCE AFTER TRANSACTION
1214,1626,3,MONTHLY ISSUANCE
1215,289,1,MONTHLY ISSUANCE
1216,1987,54,MONTHLY ISSUANCE
1217,817,5,MONTHLY ISSUANCE
1218,2228,34,MONTHLY ISSUANCE
1219,904,1,MONTHLY ISSUANCE
1220,3824,41,MONTHLY ISSUANCE
1221,3599,63,MONTHLY ISSUANCE
1222,22,1,MONTHLY ISSUANCE
1223,470,64,MONTHLY ISSUANCE
1224,1273,37,MONTHLY ISSUANCE
1225,237,50,MONTHLY ISSUANCE
1226,59,43,MONTHLY ISSUANCE
1227,572,32,MONTHLY ISSUANCE
1228,1269,52,MONTHLY ISSUANCE
1229,855,1,MONTHLY ISSUANCE
1230,3183,45,MONTHLY ISSUANCE
1231,1969,5,MONTHLY ISSUANCE
1232,2799,54,WEEKLY ISSUANCE
1233,1042,43,MONTHLY ISSUANCE
1234,1158,50,MONTHLY ISSUANCE
1235,2713,26,MONTHLY ISSUANCE
1236,740,28,MONTHLY ISSUANCE
1237,493,26,MONTHLY ISSUANCE
1238,2067,76,MONTHLY ISSUANCE
1239,3804,7,MONTHLY ISSUANCE
1240,4259,66,MONTHLY ISSUANCE
1241,2886,1,MONTHLY ISSUANCE
1242,761,43,MONTHLY ISSUANCE
1243,1918,24,MONTHLY ISSUANCE
1244,3036,10,MONTHLY ISSUANCE
1245,3259,1,MONTHLY ISSUANCE
1246,4408,71,WEEKLY ISSUANCE
1247,2009,17,MONTHLY ISSUANCE
1248,1194,1,MONTHLY ISSUANCE
1249,3718,63,MONTHLY ISSUANCE
1250,3201,4,MONTHLY ISSUANCE
1251,460,1,MONTHLY ISSUANCE
1252,784,59,MONTHLY ISSUANCE
1253,3714,2,WEEKLY ISSUANCE
1254,2154,63,MONTHLY ISSUANCE
1255,1256,38,MONTHLY ISSUANCE
1256,1353,51,MONTHLY ISSUANCE
1257,1820,10,MONTHLY ISSUANCE
1258,2494,74,MONTHLY ISSUANCE
1259,2399,1,MONTHLY ISSUANCE
1260,343,18,MONTHLY ISSUANCE
1261,575,38,MONTHLY ISSUANCE
1262,900,48,MONTHLY ISSUANCE
1263,1467,37,MONTHLY ISSUANCE
1264,31,68,MONTHLY ISSUANCE
1265,1375,19,MONTHLY ISSUANCE
1266,1371,1,MONTHLY ISSUANCE
1267,844,53,MONTHLY ISSUANCE
1268,908,62,MONTHLY ISSUANCE
1269,3134,48,MONTHLY ISSUANCE
1270,2092,1,MONTHLY ISSUANCE
1271,3747,1,MONTHLY ISSUANCE
1272,277,32,ISSUANCE AFTER TRANSACTION
1273,3595,30,MONTHLY ISSUANCE
1274,2511,40,MONTHLY ISSUANCE
1275,1388,29,MONTHLY ISSUANCE
1276,4245,52,MONTHLY ISSUANCE
1277,3838,3,MONTHLY ISSUANCE
1278,543,64,MONTHLY ISSUANCE
1279,3653,31,MONTHLY ISSUANCE
1280,524,61,MONTHLY ISSUANCE
1281,82,26,MONTHLY ISSUANCE
1282,3912,2,MONTHLY ISSUANCE
1283,1949,41,MONTHLY ISSUANCE
1284,1865,1,MONTHLY ISSUANCE
1285,451,11,MONTHLY ISSUANCE
1286,50,1,MONTHLY ISSUANCE
1287,1184,14,MONTHLY ISSUANCE
1288,363,1,MONTHLY ISSUANCE
1289,2454,8,MONTHLY ISSUANCE
1290,2847,75,MONTHLY ISSUANCE
1291,2740,14,MONTHLY ISSUANCE
1292,1871,48,MONTHLY ISSUANCE
1293,8405,20,MONTHLY ISSUANCE
1294,266,47,MONTHLY ISSUANCE
1295,1879,10,MONTHLY ISSUANCE
1296,2259,64,MONTHLY ISSUANCE
1297,609,63,MONTHLY ISSUANCE
1298,9750,74,MONTHLY ISSUANCE
1299,2375,29,MONTHLY ISSUANCE
1300,216,38,MONTHLY ISSUANCE
1301,56,50,MONTHLY ISSUANCE
1302,7824,60,MONTHLY ISSUANCE
1303,649,69,WEEKLY ISSUANCE
1304,2996,54,MONTHLY ISSUANCE
1305,1509,51,MONTHLY ISSUANCE
1306,2170,1,ISSUANCE AFTER TRANSACTION
1307,2001,75,MONTHLY ISSUANCE
1308,2903,38,MONTHLY ISSUANCE
1309,3717,56,MONTHLY ISSUANCE
1310,4195,67,MONTHLY ISSUANCE
1311,2496,51,MONTHLY ISSUANCE
1312,9583,31,WEEKLY ISSUANCE
1313,3636,21,MONTHLY ISSUANCE
1314,1826,5,MONTHLY ISSUANCE
1315,2227,31,WEEKLY ISSUANCE
1316,2749,1,MONTHLY ISSUANCE
1317,535,35,MONTHLY ISSUANCE
1318,4066,72,MONTHLY ISSUANCE
1319,2662,71,MONTHLY ISSUANCE
1320,1053,57,MONTHLY ISSUANCE
1321,11333,8,MONTHLY ISSUANCE
1322,1838,68,MONTHLY ISSUANCE
